setting_key,family,interval,score,score_percentile,n_neighbours,neighbour_median_score,best_horizon,mean_atr,mean_bps,n_signals,signs_agree,neighbour_percentile,passes_neighbour,passes_signs,passes_all
"squeeze[bb_length=30, kc_length=14, kc_mult=2.0]",squeeze,15m,18.0,0.2076923076923077,3,16.0,24,0.3697434904563048,24.597622706765698,88,False,0.14615384615384616,True,False,False
"squeeze[bb_length=30, kc_length=14, kc_mult=2.0]",squeeze,1h,36.333333333333336,0.5538461538461539,3,37.0,3,0.30849097878290677,23.936554287457685,34,False,0.676923076923077,False,False,False
"squeeze[bb_length=30, kc_length=14, kc_mult=2.0]",squeeze,5m,14.333333333333334,0.16923076923076924,3,48.666666666666664,3,0.11818023146029191,4.226834832583888,216,True,0.9,False,True,False
"squeeze[bb_length=30, kc_length=20, kc_mult=1.0]",squeeze,15m,18.666666666666668,0.24615384615384617,4,40.16666666666667,3,0.18369824759718303,2.2413460267908705,27,False,0.6923076923076923,False,False,False
"squeeze[bb_length=30, kc_length=20, kc_mult=1.0]",squeeze,1h,1.5,0.015384615384615385,4,23.083333333333336,3,0.7335680068048068,76.14792799839628,12,False,0.2076923076923077,True,False,False
"squeeze[bb_length=30, kc_length=20, kc_mult=1.0]",squeeze,5m,20.666666666666668,0.23076923076923078,4,31.0,12,0.8188662075949945,19.755486962259457,41,True,0.33076923076923076,False,True,False
"squeeze[bb_length=30, kc_length=20, kc_mult=1.5]",squeeze,15m,31.5,0.4307692307692308,5,34.833333333333336,3,0.08219095647988145,1.6653942380522218,271,False,0.47692307692307695,False,False,False
"squeeze[bb_length=30, kc_length=20, kc_mult=1.5]",squeeze,1h,24.666666666666668,0.2692307692307692,5,26.166666666666668,3,0.14109455544890145,9.690444645480532,64,False,0.35384615384615387,False,False,False
"squeeze[bb_length=30, kc_length=20, kc_mult=1.5]",squeeze,5m,45.166666666666664,0.8,5,35.333333333333336,24,0.10414123170376512,2.7823850331132287,597,False,0.5615384615384615,False,False,False
"squeeze[bb_length=30, kc_length=20, kc_mult=2.0]",squeeze,15m,16.0,0.18461538461538463,4,24.833333333333336,6,0.13212256515753487,3.0825464033791232,287,True,0.3230769230769231,False,True,False
"squeeze[bb_length=30, kc_length=20, kc_mult=2.0]",squeeze,1h,7.5,0.07692307692307693,4,36.41666666666667,48,1.118634566987491,66.40429345428221,89,False,0.6384615384615384,False,False,False
"squeeze[bb_length=30, kc_length=20, kc_mult=2.0]",squeeze,5m,51.333333333333336,0.9230769230769231,4,34.83333333333333,1,0.031200413268166173,0.4477306437992146,806,False,0.5153846153846153,False,False,False
"squeeze[bb_length=30, kc_length=30, kc_mult=1.0]",squeeze,15m,56.0,0.9384615384615385,3,45.666666666666664,3,0.01792739097621225,-1.5170905847278737,252,False,0.8769230769230769,False,False,False
"squeeze[bb_length=30, kc_length=30, kc_mult=1.0]",squeeze,1h,21.5,0.2153846153846154,3,1.8333333333333333,1,0.10486792597301782,11.221707322553527,81,True,0.015384615384615385,True,True,True
"squeeze[bb_length=30, kc_length=30, kc_mult=1.0]",squeeze,5m,31.166666666666668,0.4,3,28.0,1,0.035488213411572975,1.2321729204496608,341,False,0.23846153846153847,True,False,False
"squeeze[bb_length=30, kc_length=30, kc_mult=1.5]",squeeze,15m,45.666666666666664,0.7384615384615385,4,32.75,48,0.1627794515904266,5.076675538727187,2573,False,0.4461538461538462,False,False,False
"squeeze[bb_length=30, kc_length=30, kc_mult=1.5]",squeeze,1h,30.333333333333332,0.4461538461538462,4,23.083333333333336,48,0.34438099606561934,18.474881972473362,586,False,0.2076923076923077,True,False,False
"squeeze[bb_length=30, kc_length=30, kc_mult=1.5]",squeeze,5m,35.333333333333336,0.5538461538461539,4,32.916666666666664,3,-0.00275034748794974,-0.06347812188210694,5924,False,0.36923076923076925,False,False,False
"squeeze[bb_length=30, kc_length=30, kc_mult=2.0]",squeeze,15m,34.0,0.46153846153846156,3,42.333333333333336,6,0.04037050164584592,1.1015987060902086,3531,False,0.7615384615384615,False,False,False
"squeeze[bb_length=30, kc_length=30, kc_mult=2.0]",squeeze,1h,52.5,0.9076923076923077,3,7.5,48,0.1555425827701434,-0.7426578047453719,795,False,0.03076923076923077,True,False,False
"squeeze[bb_length=30, kc_length=30, kc_mult=2.0]",squeeze,5m,34.666666666666664,0.5230769230769231,3,51.333333333333336,1,0.009168323823365958,0.26512424998331285,10555,True,0.9846153846153847,False,True,False
"wavetrend[n1=10, n2=12, mode=all]",wavetrend,15m,35.833333333333336,0.5307692307692308,4,37.16666666666667,24,0.02518655102250131,0.4257880072104333,24488,True,0.5846153846153846,False,True,False
