setting_key,family,label,interval,horizon,n_signals,mean_atr,mean_bps,win_rate,signs_agree,blue_bars,mean_atr_BTCUSDT,mean_atr_ETHUSDT,mean_atr_SOLUSDT,rank_in_cell
"wavetrend[n1=10, n2=34, mode=all]",wavetrend,"n1=10, n2=34, mode=all",15m,1,20808,-0.009560639002745426,-0.2831127190197525,0.47159746251441753,True,0,-0.013891542971214407,-0.012194101836251565,-0.0025482544477985246,50.0
"wavetrend[n1=10, n2=34, mode=all]",wavetrend,"n1=10, n2=34, mode=all",15m,3,20805,-0.0008402151259064767,-0.42981300230714004,0.49007450132179764,False,0,-0.01089828798898916,0.006268648961586917,0.002095962571613977,41.0
"wavetrend[n1=10, n2=34, mode=all]",wavetrend,"n1=10, n2=34, mode=all",15m,6,20805,0.029837081220249216,0.7017435682667145,0.49411199230954095,True,0,0.01355295620928097,0.0396947213752687,0.03625802572194927,31.0
"wavetrend[n1=10, n2=34, mode=all]",wavetrend,"n1=10, n2=34, mode=all",15m,12,20805,0.005430926010234434,-0.5404064543990628,0.4891131939437635,False,0,-0.0034550023494683735,0.013344914671521338,0.0063759667210145175,37.0
"wavetrend[n1=10, n2=34, mode=all]",wavetrend,"n1=10, n2=34, mode=all",15m,24,20799,0.019697612968360093,0.3498938205727056,0.4958892254435309,True,0,0.013794088653211361,0.01697338307868975,0.028382695096427303,37.0
"wavetrend[n1=10, n2=34, mode=all]",wavetrend,"n1=10, n2=34, mode=all",15m,48,20789,-0.005947825084177268,-0.5216180338821453,0.49853287796430806,False,0,-0.018961773208927307,0.0025284777674580198,-0.0014164765055499865,42.0
"wavetrend[n1=10, n2=34, mode=zone]",wavetrend,"n1=10, n2=34, mode=zone",15m,1,1269,-0.030460285952291503,-1.2386772884312525,0.4933018124507486,False,0,-0.04046767950706816,-0.06575409598239672,0.017054101045794707,58.0
"wavetrend[n1=10, n2=34, mode=zone]",wavetrend,"n1=10, n2=34, mode=zone",15m,3,1269,-0.07228510173273578,-1.8472695552286345,0.5035460992907801,True,0,-0.15568600891841966,-0.04052711062977489,-0.020390789347855643,62.0
"wavetrend[n1=10, n2=34, mode=zone]",wavetrend,"n1=10, n2=34, mode=zone",15m,6,1269,-0.06780472385553143,-1.2203165198292107,0.5382190701339638,False,0,-0.15641786024939722,-0.06707615459360718,0.022189975001930453,59.0
"wavetrend[n1=10, n2=34, mode=zone]",wavetrend,"n1=10, n2=34, mode=zone",15m,12,1269,-0.12733157249716334,-4.282143223722771,0.5460992907801419,True,0,-0.18975475114494383,-0.17004578069603354,-0.018294528914950044,59.0
"wavetrend[n1=10, n2=34, mode=zone]",wavetrend,"n1=10, n2=34, mode=zone",15m,24,1269,-0.2514881752665998,-6.722587950465066,0.5200945626477541,True,0,-0.2190992821773496,-0.3669229005875906,-0.16278430965745538,59.0
"wavetrend[n1=10, n2=34, mode=zone]",wavetrend,"n1=10, n2=34, mode=zone",15m,48,1268,-0.5099085888931744,-11.860010800050178,0.5173501577287066,True,0,-0.700611820693254,-0.5779008718625042,-0.24295369901860436,63.0
"wavetrend[n1=15, n2=12, mode=all]",wavetrend,"n1=15, n2=12, mode=all",15m,1,21861,-0.0019445937612692782,-0.00039667392603541876,0.47820319290059926,False,0,-0.006187314480022698,-0.00977566369461199,0.010242970950762358,35.0
"wavetrend[n1=15, n2=12, mode=all]",wavetrend,"n1=15, n2=12, mode=all",15m,3,21858,0.004238535150931761,-0.24999156423986268,0.49208527770152805,False,0,-0.00011556315149446632,-0.004483618441521821,0.01743819087693013,33.0
"wavetrend[n1=15, n2=12, mode=all]",wavetrend,"n1=15, n2=12, mode=all",15m,6,21858,0.034999902924419235,1.0541231971747487,0.4960655137707018,True,0,0.020611103720927452,0.03905657959192884,0.04542197223315395,27.0
"wavetrend[n1=15, n2=12, mode=all]",wavetrend,"n1=15, n2=12, mode=all",15m,12,21858,0.007686918890456924,-0.34632734742478205,0.49245127642053255,False,0,-0.0054451935451781475,0.009875801349265748,0.018726871079159945,34.0
